source,dest,step_from,step_to,count
STCDFTX,SPMHOLD,5,6,2
STCDFTX,STDHOLD,4,5,1
STDHOLD,SNAHOLD,3,4,1
STDHOLD,SPMHOLD,5,6,2
STFRCTX,ECUADOR,2,10,6
STFRCTX,ECUADOR,3,10,5
STFRCTX,EL SALVADOR,3,10,4
STFRCTX,GUATEMALA,2,10,2
STFRCTX,HONDURAS,5,10,1
STFRCTX,NICARAGUA,2,10,3
STFRCTX,SPMHOLD,3,4,6
STWRTGA,JENADLA,5,6,1
STWRTGA,RWCCMLA,3,4,1
STWRTGA,RWCCMLA,4,5,1
TOORANM,EPC,3,4,1
TOORANM,EROFCB,3,4,59
TOORANM,EROFCB,4,5,6
TOORANM,OTRPCNM,3,4,1
TOORANM,SPMHOLD,3,4,1
UNIONSD,DAKOTNE,2,3,4
WASHOLD,ETHIOPIA,4,10,1
WEBDCTX,ECUADOR,4,10,7
WEBDCTX,ECUADOR,5,10,3
WEBDCTX,EL SALVADOR,4,10,1
WEBDCTX,GUATEMALA,4,10,1
WEBDCTX,IWAHOLD,4,5,3
WEBDCTX,SPMHOLD,4,5,1
WEBDCTX,WEBDCTX,4,5,1
WOODBIA,DAKOTNE,4,5,1
WOODBIA,OMAHOLD,2,3,14
WOODBIA,OMAHOLD,3,4,5
