"","apprehension_date","arrests","TEXAS","WISCONSIN","ILLINOIS","MINNESOTA","OREGON"
"442",2025-11-10,6,NA,NA,NA,6.71428571428571,NA
"443",2025-11-10,23,NA,NA,NA,NA,17
"444",2025-11-10,336,295.285714285714,NA,NA,NA,NA
"445",2025-11-10,5,NA,5.71428571428571,NA,NA,NA
"446",2025-11-11,13,NA,NA,25.7142857142857,NA,NA
"447",2025-11-11,3,NA,5.42857142857143,NA,6.42857142857143,NA
"448",2025-11-11,38,NA,NA,NA,NA,16.4285714285714
"449",2025-11-11,259,302.142857142857,NA,NA,NA,NA
"450",2025-11-12,29,NA,NA,18.2857142857143,NA,NA
"451",2025-11-12,10,NA,NA,NA,5.42857142857143,NA
"452",2025-11-12,13,NA,NA,NA,NA,15.2857142857143
"453",2025-11-12,381,307.714285714286,NA,NA,NA,NA
"454",2025-11-12,11,NA,4.85714285714286,NA,NA,NA
"455",2025-11-13,23,NA,NA,15.4285714285714,NA,NA
"456",2025-11-13,6,NA,NA,NA,6.28571428571429,NA
"457",2025-11-13,5,NA,NA,NA,NA,17.8571428571429
"458",2025-11-13,402,321.571428571429,NA,NA,NA,NA
"459",2025-11-13,10,NA,4.57142857142857,NA,NA,NA
"460",2025-11-14,7,NA,NA,12.4285714285714,NA,NA
"461",2025-11-14,10,NA,NA,NA,7.85714285714286,NA
"462",2025-11-14,12,NA,NA,NA,NA,17.8571428571429
"463",2025-11-14,416,329,NA,NA,NA,NA
"464",2025-11-14,1,NA,4.85714285714286,NA,NA,NA
"465",2025-11-15,1,NA,5.71428571428571,13.8571428571429,NA,NA
"466",2025-11-15,12,NA,NA,NA,NA,15.5714285714286
"467",2025-11-15,203,335.428571428571,NA,NA,NA,NA
"468",2025-11-16,1,NA,6.42857142857143,10.5714285714286,8.42857142857143,NA
"469",2025-11-16,22,NA,NA,NA,NA,15.8571428571429
"470",2025-11-16,254,330.285714285714,NA,NA,NA,NA
"471",2025-11-17,13,NA,NA,9,NA,NA
"472",2025-11-17,8,NA,NA,NA,7.57142857142857,NA
"473",2025-11-17,23,NA,NA,NA,NA,17.7142857142857
"474",2025-11-17,388,325.857142857143,NA,NA,NA,NA
"475",2025-11-17,7,NA,6.42857142857143,NA,NA,NA
"476",2025-11-18,23,NA,NA,11,NA,NA
"477",2025-11-18,17,NA,NA,NA,7.14285714285714,NA
"478",2025-11-18,22,NA,NA,NA,NA,17.8571428571429
"479",2025-11-18,304,320.857142857143,NA,NA,NA,NA
"480",2025-11-18,9,NA,7,NA,NA,NA
"481",2025-11-19,6,NA,NA,11.7142857142857,NA,NA
"482",2025-11-19,7,NA,NA,NA,6,NA
"483",2025-11-19,15,NA,NA,NA,NA,17.4285714285714
"484",2025-11-19,345,318.571428571429,NA,NA,NA,NA
"485",2025-11-19,16,NA,7,NA,NA,NA
"486",2025-11-20,12,NA,NA,12.2857142857143,NA,NA
"487",2025-11-20,4,NA,NA,NA,6.14285714285714,NA
"488",2025-11-20,18,NA,NA,NA,NA,15.5714285714286
"489",2025-11-20,371,307,NA,NA,NA,NA
"490",2025-11-20,10,NA,7,NA,NA,NA
"491",2025-11-21,21,NA,NA,12,NA,NA
"492",2025-11-21,3,NA,NA,NA,6.85714285714286,NA
"493",2025-11-21,13,NA,NA,NA,NA,14.2857142857143
"494",2025-11-21,381,294.714285714286,NA,NA,NA,NA
"495",2025-11-21,5,NA,6.14285714285714,NA,NA,NA
"496",2025-11-22,6,NA,NA,11.7142857142857,NA,NA
"497",2025-11-22,2,NA,NA,NA,5,NA
"498",2025-11-22,9,NA,NA,NA,NA,13.7142857142857
"499",2025-11-22,187,300.857142857143,NA,NA,NA,NA
"500",2025-11-22,1,NA,5.71428571428571,NA,NA,NA
"501",2025-11-23,5,NA,NA,12.7142857142857,NA,NA
"502",2025-11-23,2,NA,NA,NA,5,NA
"503",2025-11-23,9,NA,NA,NA,NA,12.8571428571429
"504",2025-11-23,173,305.142857142857,NA,NA,NA,NA
"505",2025-11-23,1,NA,4.14285714285714,NA,NA,NA
"506",2025-11-24,11,NA,NA,11.1428571428571,NA,NA
"507",2025-11-24,13,NA,NA,NA,4.57142857142857,NA
"508",2025-11-24,14,NA,NA,NA,NA,11.4285714285714
"509",2025-11-24,302,267.142857142857,NA,NA,NA,NA
"510",2025-11-24,1,NA,2.85714285714286,NA,NA,NA
"511",2025-11-25,21,NA,NA,8.57142857142857,NA,NA
"512",2025-11-25,4,NA,NA,NA,4.57142857142857,NA
"513",2025-11-25,18,NA,NA,NA,NA,10.2857142857143
"514",2025-11-25,347,234,NA,NA,NA,NA
"515",2025-11-25,6,NA,2.42857142857143,NA,NA,NA
"516",2025-11-26,13,NA,NA,8.14285714285714,NA,NA
"517",2025-11-26,7,NA,NA,NA,4.57142857142857,NA
"518",2025-11-26,9,NA,NA,NA,NA,11.2857142857143
"519",2025-11-26,375,217.571428571429,NA,NA,NA,NA
"520",2025-11-26,5,NA,2.42857142857143,NA,NA,NA
"521",2025-11-27,1,NA,NA,7.85714285714286,4.57142857142857,NA
"522",2025-11-27,8,NA,NA,NA,NA,12
"523",2025-11-27,105,204.142857142857,NA,NA,NA,NA
"524",2025-11-28,3,NA,NA,9.28571428571429,5,NA
"525",2025-11-28,5,NA,NA,NA,NA,13
"526",2025-11-28,149,196.857142857143,NA,NA,NA,NA
"527",2025-11-28,1,NA,2.85714285714286,NA,NA,NA
"528",2025-11-29,3,NA,NA,8.42857142857143,NA,NA
"529",2025-11-29,2,NA,3.57142857142857,NA,8.71428571428571,NA
"530",2025-11-29,16,NA,NA,NA,NA,13.7142857142857
"531",2025-11-29,72,200.142857142857,NA,NA,NA,NA
"532",2025-11-30,3,NA,NA,8.28571428571429,NA,NA
"533",2025-11-30,2,NA,NA,NA,13.8571428571429,NA
"534",2025-11-30,14,NA,NA,NA,NA,16.1428571428571
"535",2025-11-30,79,202.714285714286,NA,NA,NA,NA
"536",2025-12-01,21,NA,NA,10.1428571428571,NA,17.8571428571429
"537",2025-12-01,16,NA,NA,NA,22.5714285714286,NA
"538",2025-12-01,251,242.142857142857,NA,NA,NA,NA
"539",2025-12-01,1,NA,3.42857142857143,NA,NA,NA
"540",2025-12-02,15,NA,NA,11.4285714285714,NA,NA
"541",2025-12-02,30,NA,NA,NA,30.5714285714286,NA
"542",2025-12-02,23,NA,NA,NA,NA,19.2857142857143
"543",2025-12-02,370,277.428571428571,NA,NA,NA,NA
"544",2025-12-02,4,NA,3.57142857142857,NA,NA,NA
"545",2025-12-03,12,NA,NA,12.4285714285714,NA,NA
"546",2025-12-03,43,NA,NA,NA,36,NA
"547",2025-12-03,26,NA,NA,NA,NA,18.7142857142857
"548",2025-12-03,393,298.428571428571,NA,NA,NA,NA
"549",2025-12-03,6,NA,4,NA,NA,NA
"550",2025-12-04,14,NA,NA,12.5714285714286,NA,NA
"551",2025-12-04,62,NA,NA,NA,40.4285714285714,NA
"552",2025-12-04,20,NA,NA,NA,NA,18.4285714285714
"553",2025-12-04,381,310.857142857143,NA,NA,NA,NA
"554",2025-12-04,5,NA,3.85714285714286,NA,NA,NA
"555",2025-12-05,12,NA,NA,11.5714285714286,NA,NA
"556",2025-12-05,59,NA,NA,NA,40.8571428571429,NA
"557",2025-12-05,15,NA,NA,NA,NA,17.8571428571429
"558",2025-12-05,396,319.857142857143,NA,NA,NA,NA
"559",2025-12-05,6,NA,5.57142857142857,NA,NA,NA
"560",2025-12-06,10,NA,NA,12,NA,NA
"561",2025-12-06,40,NA,NA,NA,38.8571428571429,NA
"562",2025-12-06,12,NA,NA,NA,NA,16.4285714285714
"563",2025-12-06,219,312.142857142857,NA,NA,NA,NA
"564",2025-12-06,4,NA,5.57142857142857,NA,NA,NA
"565",2025-12-07,4,NA,NA,11.8571428571429,NA,NA
"566",2025-12-07,33,NA,NA,NA,38.7142857142857,NA
"567",2025-12-07,12,NA,NA,NA,NA,15.4285714285714
"568",2025-12-07,166,306.857142857143,NA,NA,NA,NA
"569",2025-12-07,1,NA,6.28571428571429,NA,NA,NA
"570",2025-12-08,14,NA,NA,11.5714285714286,NA,NA
"571",2025-12-08,19,NA,NA,NA,36.7142857142857,NA
"572",2025-12-08,17,NA,NA,NA,NA,15.7142857142857
"573",2025-12-08,314,307.428571428571,NA,NA,NA,NA
"574",2025-12-09,18,NA,NA,13.2857142857143,NA,NA
"575",2025-12-09,16,NA,NA,NA,36.2857142857143,NA
"576",2025-12-09,13,NA,6.71428571428571,NA,NA,15.4285714285714
"577",2025-12-09,316,302.571428571429,NA,NA,NA,NA
"578",2025-12-10,11,NA,NA,12.2857142857143,NA,NA
"579",2025-12-10,42,NA,NA,NA,36,NA
"580",2025-12-10,19,NA,NA,NA,NA,14.2857142857143
"581",2025-12-10,356,301.857142857143,NA,NA,NA,NA
"582",2025-12-10,4,NA,6,NA,NA,NA
"583",2025-12-11,12,NA,NA,11.8571428571429,NA,NA
"584",2025-12-11,48,NA,NA,NA,36.4285714285714,NA
"585",2025-12-11,22,NA,NA,NA,NA,13
"586",2025-12-11,385,304.285714285714,NA,NA,NA,NA
"587",2025-12-11,11,NA,6,NA,NA,NA
"588",2025-12-12,24,NA,NA,11.8571428571429,NA,NA
"589",2025-12-12,56,NA,NA,NA,40.4285714285714,NA
"590",2025-12-12,13,NA,NA,NA,NA,12.2857142857143
"591",2025-12-12,362,296.571428571429,NA,NA,NA,NA
"592",2025-12-12,8,NA,7.28571428571429,NA,NA,NA
"593",2025-12-13,3,NA,NA,15.1428571428571,NA,NA
"594",2025-12-13,38,NA,NA,NA,40.2857142857143,NA
"595",2025-12-13,4,NA,NA,NA,NA,12.4285714285714
"596",2025-12-13,214,299.714285714286,NA,NA,NA,NA
"597",2025-12-13,1,NA,6.71428571428571,NA,NA,NA
"598",2025-12-14,1,NA,NA,20.8571428571429,NA,NA
"599",2025-12-14,36,NA,NA,NA,34.7142857142857,NA
"600",2025-12-14,3,NA,NA,NA,NA,10.8571428571429
"601",2025-12-14,183,297.571428571429,NA,NA,NA,NA
"602",2025-12-15,14,NA,NA,22.1428571428571,NA,NA
"603",2025-12-15,47,NA,NA,NA,28.7142857142857,NA
"604",2025-12-15,12,NA,NA,NA,NA,8.85714285714286
"605",2025-12-15,260,305.142857142857,NA,NA,NA,NA
"606",2025-12-15,4,NA,6.57142857142857,NA,NA,NA
"607",2025-12-16,41,NA,NA,20.4285714285714,NA,NA
"608",2025-12-16,15,NA,NA,NA,21.8571428571429,NA
"609",2025-12-16,14,NA,NA,NA,NA,8.42857142857143
"610",2025-12-16,338,303.857142857143,NA,NA,NA,NA
"611",2025-12-16,10,NA,6.57142857142857,NA,NA,NA
"612",2025-12-17,51,NA,NA,20.1428571428571,NA,NA
"613",2025-12-17,3,NA,NA,NA,17.5714285714286,NA
"614",2025-12-17,8,NA,NA,NA,NA,8.28571428571429
"615",2025-12-17,341,299.857142857143,NA,NA,NA,NA
"616",2025-12-17,9,NA,6,NA,NA,NA
"617",2025-12-18,21,NA,NA,20.1428571428571,NA,NA
"618",2025-12-18,6,NA,NA,NA,13.4285714285714,NA
"619",2025-12-18,8,NA,NA,NA,NA,8.42857142857143
"620",2025-12-18,438,300.285714285714,NA,NA,NA,NA
"621",2025-12-18,3,NA,6.28571428571429,NA,NA,NA
"622",2025-12-19,12,NA,NA,19.2857142857143,NA,NA
"623",2025-12-19,8,NA,NA,NA,9.57142857142857,NA
"624",2025-12-19,10,NA,NA,NA,NA,7.71428571428571
"625",2025-12-19,353,296.857142857143,NA,NA,NA,NA
"626",2025-12-19,11,NA,6.42857142857143,NA,NA,NA
"627",2025-12-20,1,NA,NA,14.5714285714286,NA,NA
"628",2025-12-20,8,NA,NA,NA,12.1428571428571,NA
"629",2025-12-20,3,NA,NA,NA,NA,7.42857142857143
"630",2025-12-20,186,297.571428571429,NA,NA,NA,NA
"631",2025-12-20,4,NA,7.42857142857143,NA,NA,NA
"632",2025-12-21,1,NA,NA,7.42857142857143,NA,NA
"633",2025-12-21,7,NA,NA,NA,13.8571428571429,NA
"634",2025-12-21,4,NA,NA,NA,NA,6.71428571428571
"635",2025-12-21,186,281.285714285714,NA,NA,NA,NA
"636",2025-12-21,3,NA,6.28571428571429,NA,NA,NA
"637",2025-12-22,8,NA,NA,4.71428571428571,NA,NA
"638",2025-12-22,20,NA,NA,NA,13.1428571428571,NA
"639",2025-12-22,7,NA,NA,NA,NA,6
"640",2025-12-22,236,233.428571428571,NA,NA,NA,NA
"641",2025-12-22,5,NA,6,NA,NA,NA
"642",2025-12-23,8,NA,NA,3.14285714285714,NA,NA
"643",2025-12-23,33,NA,NA,NA,15,NA
"644",2025-12-23,12,NA,NA,NA,NA,6.14285714285714
"645",2025-12-23,343,208.571428571429,NA,NA,NA,NA
"646",2025-12-23,17,NA,5.85714285714286,NA,NA,NA
"647",2025-12-24,1,NA,5.42857142857143,3.14285714285714,NA,NA
"648",2025-12-24,15,NA,NA,NA,16.5714285714286,NA
"649",2025-12-24,3,NA,NA,NA,NA,6.28571428571429
"650",2025-12-24,227,203.142857142857,NA,NA,NA,NA
"651",2025-12-25,2,NA,NA,3.42857142857143,NA,NA
"652",2025-12-25,1,NA,NA,NA,16,NA
"653",2025-12-25,3,NA,NA,NA,NA,6.28571428571429
"654",2025-12-25,103,195,NA,NA,NA,NA
"655",2025-12-26,1,NA,5.71428571428571,4.14285714285714,NA,NA
"656",2025-12-26,21,NA,NA,NA,14.7142857142857,NA
"657",2025-12-26,11,NA,NA,NA,NA,6.42857142857143
"658",2025-12-26,179,193.714285714286,NA,NA,NA,NA
"659",2025-12-27,19,NA,NA,NA,14.8571428571429,NA
"660",2025-12-27,4,NA,NA,NA,NA,5.71428571428571
"661",2025-12-27,148,191,NA,NA,NA,NA
"662",2025-12-27,10,NA,5.85714285714286,NA,NA,NA
"663",2025-12-28,1,NA,4.14285714285714,3.14285714285714,NA,NA
"664",2025-12-28,3,NA,NA,NA,16,NA
"665",2025-12-28,4,NA,NA,NA,NA,6.14285714285714
"666",2025-12-28,129,196.857142857143,NA,NA,NA,NA
"667",2025-12-29,3,NA,NA,3.14285714285714,NA,NA
"668",2025-12-29,11,NA,NA,NA,20,NA
"669",2025-12-29,8,NA,NA,NA,NA,6
"670",2025-12-29,227,204.428571428571,NA,NA,NA,NA
"671",2025-12-29,5,NA,4.14285714285714,NA,NA,NA
"672",2025-12-30,13,NA,NA,3.42857142857143,NA,NA
"673",2025-12-30,34,NA,NA,NA,20.2857142857143,NA
"674",2025-12-30,7,NA,NA,NA,NA,5.57142857142857
"675",2025-12-30,324,209.714285714286,NA,NA,NA,NA
"676",2025-12-30,6,NA,4.71428571428571,NA,NA,NA
"677",2025-12-31,1,NA,NA,3.42857142857143,NA,NA
"678",2025-12-31,23,NA,NA,NA,21,NA
"679",2025-12-31,6,NA,NA,NA,NA,5.14285714285714
"680",2025-12-31,268,212,NA,NA,NA,NA
"681",2025-12-31,5,NA,4.85714285714286,NA,NA,NA
"682",2026-01-01,1,NA,4.85714285714286,4.14285714285714,NA,NA
"683",2026-01-01,29,NA,NA,NA,22.5714285714286,NA
"684",2026-01-01,2,NA,NA,NA,NA,5.42857142857143
"685",2026-01-01,156,210.142857142857,NA,NA,NA,NA
"686",2026-01-02,4,NA,NA,4.71428571428571,NA,NA
"687",2026-01-02,23,NA,NA,NA,33.8571428571429,NA
"688",2026-01-02,8,NA,NA,NA,NA,5.28571428571429
"689",2026-01-02,216,218.714285714286,NA,NA,NA,NA
"690",2026-01-02,5,NA,5.42857142857143,NA,NA,NA
"691",2026-01-03,24,NA,NA,NA,43.1428571428571,NA
"692",2026-01-03,1,NA,NA,NA,NA,5
"693",2026-01-03,164,222.571428571429,NA,NA,NA,NA
"694",2026-01-03,11,NA,4.71428571428571,NA,NA,NA
"695",2026-01-04,1,NA,5,4.42857142857143,NA,NA
"696",2026-01-04,14,NA,NA,NA,54.7142857142857,NA
"697",2026-01-04,6,NA,NA,NA,NA,5.42857142857143
"698",2026-01-04,116,230,NA,NA,NA,NA
"699",2026-01-05,6,NA,NA,5.14285714285714,NA,NA
"700",2026-01-05,90,NA,NA,NA,69.4285714285714,NA
"701",2026-01-05,7,NA,NA,NA,NA,6.85714285714286
"702",2026-01-05,287,266.714285714286,NA,NA,NA,NA
"703",2026-01-05,9,NA,6.42857142857143,NA,NA,NA
"704",2026-01-06,7,NA,NA,7,NA,NA
"705",2026-01-06,99,NA,NA,NA,86,NA
"706",2026-01-06,5,NA,NA,NA,NA,6.28571428571429
"707",2026-01-06,351,284.714285714286,NA,NA,NA,NA
"708",2026-01-06,1,NA,6.42857142857143,NA,NA,NA
"709",2026-01-07,11,NA,NA,6.71428571428571,NA,NA
"710",2026-01-07,104,NA,NA,NA,101.428571428571,NA
"711",2026-01-07,9,NA,NA,NA,NA,6.42857142857143
"712",2026-01-07,320,293.285714285714,NA,NA,NA,NA
"713",2026-01-07,7,NA,5.14285714285714,NA,NA,NA
"714",2026-01-08,6,NA,NA,6.71428571428571,NA,NA
"715",2026-01-08,132,NA,NA,NA,118.571428571429,NA
"716",2026-01-08,12,NA,NA,NA,NA,5.71428571428571
"717",2026-01-08,413,303.428571428571,NA,NA,NA,NA
"718",2026-01-08,11,NA,5.71428571428571,NA,NA,NA
"719",2026-01-09,14,NA,NA,6.28571428571429,NA,NA
"720",2026-01-09,139,NA,NA,NA,119.857142857143,NA
"721",2026-01-09,4,NA,NA,NA,NA,5.42857142857143
"722",2026-01-09,342,307.571428571429,NA,NA,NA,NA
"723",2026-01-09,5,NA,5.57142857142857,NA,NA,NA
"724",2026-01-10,2,NA,6.85714285714286,8.14285714285714,NA,5.14285714285714
"725",2026-01-10,132,NA,NA,NA,122.857142857143,NA
"726",2026-01-10,224,306.857142857143,NA,NA,NA,NA
"727",2026-01-11,1,NA,NA,9.57142857142857,NA,4.28571428571429
"728",2026-01-11,134,NA,NA,NA,124.142857142857,NA
"729",2026-01-11,187,323.285714285714,NA,NA,NA,NA
"730",2026-01-12,3,NA,NA,9.71428571428571,NA,NA
"731",2026-01-12,99,NA,NA,NA,119.285714285714,NA
"732",2026-01-12,5,NA,6.42857142857143,NA,NA,3.57142857142857
"733",2026-01-12,316,315,NA,NA,NA,NA
"734",2026-01-13,20,NA,NA,9.14285714285714,NA,NA
"735",2026-01-13,120,NA,NA,NA,109.285714285714,NA
"736",2026-01-13,3,NA,NA,NA,NA,4
"737",2026-01-13,346,312,NA,NA,NA,NA
"738",2026-01-13,8,NA,5.57142857142857,NA,NA,NA
"739",2026-01-14,21,NA,NA,9.14285714285714,NA,NA
"740",2026-01-14,113,NA,NA,NA,98.1428571428571,NA
"741",2026-01-14,3,NA,NA,NA,NA,3.85714285714286
"742",2026-01-14,435,320.857142857143,NA,NA,NA,NA
"743",2026-01-14,10,NA,5.14285714285714,NA,NA,NA
"744",2026-01-15,7,NA,NA,10.8571428571429,NA,4.42857142857143
"745",2026-01-15,98,NA,NA,NA,83.8571428571429,NA
"746",2026-01-15,355,323.857142857143,NA,NA,NA,NA
"747",2026-01-15,4,NA,5.14285714285714,NA,NA,NA
"748",2026-01-16,10,NA,NA,12.5714285714286,NA,NA
"749",2026-01-16,69,NA,NA,NA,77.7142857142857,NA
"750",2026-01-16,7,NA,NA,NA,NA,4.28571428571429
"751",2026-01-16,321,308,NA,NA,NA,NA
"752",2026-01-16,5,NA,4.57142857142857,NA,NA,NA
"753",2026-01-17,54,NA,NA,NA,71.8571428571429,NA
"754",2026-01-17,286,294.714285714286,NA,NA,NA,NA
"755",2026-01-17,2,NA,4.14285714285714,NA,NA,NA
"756",2026-01-18,34,NA,NA,NA,65,NA
"757",2026-01-18,1,NA,NA,NA,NA,4.28571428571429
"758",2026-01-18,208,281,NA,NA,NA,NA
"759",2026-01-18,2,NA,3.57142857142857,NA,NA,NA
"760",2026-01-19,2,NA,NA,12.4285714285714,NA,NA
"761",2026-01-19,56,NA,NA,NA,65,NA
"762",2026-01-19,205,280.428571428571,NA,NA,NA,NA
"763",2026-01-19,1,NA,4.28571428571429,NA,NA,NA
"764",2026-01-20,13,NA,NA,10.5714285714286,NA,NA
"765",2026-01-20,79,NA,NA,NA,67,NA
"766",2026-01-20,5,NA,4.42857142857143,NA,NA,4.28571428571429
"767",2026-01-20,253,285.428571428571,NA,NA,NA,NA
"768",2026-01-21,15,NA,NA,11.4285714285714,NA,NA
"769",2026-01-21,65,NA,NA,NA,67.2857142857143,NA
"770",2026-01-21,4,NA,NA,NA,NA,3.71428571428571
"771",2026-01-21,339,270.571428571429,NA,NA,NA,NA
"772",2026-01-21,6,NA,5,NA,NA,NA
"773",2026-01-22,19,NA,NA,11.5714285714286,NA,NA
"774",2026-01-22,98,NA,NA,NA,68.1428571428571,NA
"775",2026-01-22,3,NA,NA,NA,NA,2.85714285714286
"776",2026-01-22,351,250.857142857143,NA,NA,NA,NA
"777",2026-01-22,9,NA,5.14285714285714,NA,NA,NA
"778",2026-01-23,8,NA,NA,13.5714285714286,NA,NA
"779",2026-01-23,83,NA,NA,NA,71.4285714285714,NA
"780",2026-01-23,3,NA,NA,NA,NA,3.42857142857143
"781",2026-01-23,356,237.571428571429,NA,NA,NA,NA
"782",2026-01-23,6,NA,5.71428571428571,NA,NA,NA
"783",2026-01-24,56,NA,NA,NA,71.8571428571429,NA
"784",2026-01-24,3,NA,NA,NA,NA,3.14285714285714
"785",2026-01-24,182,237.428571428571,NA,NA,NA,NA
"786",2026-01-24,6,NA,6.57142857142857,NA,NA,NA
"787",2026-01-25,40,NA,NA,NA,71.7142857142857,NA
"788",2026-01-25,70,234.142857142857,NA,NA,NA,NA
"789",2026-01-25,3,NA,6.85714285714286,NA,NA,NA
"790",2026-01-26,13,NA,NA,14.4285714285714,NA,NA
"791",2026-01-26,79,NA,NA,NA,66.1428571428571,NA
"792",2026-01-26,1,NA,NA,NA,NA,2.85714285714286
"793",2026-01-26,112,233.857142857143,NA,NA,NA,NA
"794",2026-01-26,5,NA,6.57142857142857,NA,NA,NA
"795",2026-01-27,11,NA,6.71428571428571,12.5714285714286,NA,NA
"796",2026-01-27,82,NA,NA,NA,62.5714285714286,NA
"797",2026-01-27,5,NA,NA,NA,NA,2.71428571428571
"798",2026-01-27,252,224.285714285714,NA,NA,NA,NA
"799",2026-01-28,16,NA,NA,12,NA,NA
"800",2026-01-28,64,NA,NA,NA,61.1428571428571,NA
"801",2026-01-28,316,230.285714285714,NA,NA,NA,NA
"802",2026-01-28,8,NA,6,NA,NA,NA
"803",2026-01-29,19,NA,NA,14.1428571428571,NA,NA
"804",2026-01-29,59,NA,NA,NA,61.1428571428571,NA
"805",2026-01-29,349,246,NA,NA,NA,NA
"806",2026-01-29,7,NA,5.85714285714286,NA,NA,NA
"807",2026-01-30,2,NA,NA,14.7142857142857,NA,NA
"808",2026-01-30,58,NA,NA,NA,58,NA
"809",2026-01-30,3,NA,NA,NA,NA,2.71428571428571
"810",2026-01-30,289,262.285714285714,NA,NA,NA,NA
"811",2026-01-30,7,NA,6.28571428571429,NA,NA,NA
"812",2026-01-31,46,NA,NA,NA,52.8571428571429,NA
"813",2026-01-31,224,263.428571428571,NA,NA,NA,NA
"814",2026-01-31,1,NA,6.14285714285714,NA,NA,NA
"815",2026-02-01,40,NA,NA,NA,51,NA
"816",2026-02-01,180,255,NA,NA,NA,NA
"817",2026-02-01,2,NA,6.42857142857143,NA,NA,NA
"818",2026-02-02,15,NA,NA,16.7142857142857,NA,NA
"819",2026-02-02,57,NA,NA,NA,49.1428571428571,NA
"820",2026-02-02,2,NA,NA,NA,NA,2.57142857142857
"821",2026-02-02,226,248.285714285714,NA,NA,NA,NA
"822",2026-02-02,8,NA,6.42857142857143,NA,NA,NA
"823",2026-02-03,23,NA,NA,16.1428571428571,NA,NA
"824",2026-02-03,46,NA,NA,NA,47.4285714285714,NA
"825",2026-02-03,260,243.285714285714,NA,NA,NA,NA
"826",2026-02-03,10,NA,6.85714285714286,NA,NA,NA
"827",2026-02-04,17,NA,NA,13.5714285714286,NA,NA
"828",2026-02-04,51,NA,NA,NA,44.7142857142857,NA
"829",2026-02-04,2,NA,NA,NA,NA,2.85714285714286
"830",2026-02-04,257,237.428571428571,NA,NA,NA,NA
"831",2026-02-04,10,NA,7.14285714285714,NA,NA,NA
"832",2026-02-05,25,NA,NA,16,NA,NA
"833",2026-02-05,46,NA,NA,NA,44.2857142857143,NA
"834",2026-02-05,3,NA,NA,NA,NA,2.42857142857143
"835",2026-02-05,302,233.714285714286,NA,NA,NA,NA
"836",2026-02-05,7,NA,7.28571428571429,NA,NA,NA
"837",2026-02-06,12,NA,NA,15.8571428571429,NA,NA
"838",2026-02-06,46,NA,NA,NA,42.2857142857143,NA
"839",2026-02-06,254,227.571428571429,NA,NA,NA,NA
"840",2026-02-06,10,NA,7.28571428571429,NA,NA,NA
"841",2026-02-07,27,NA,NA,NA,43.4285714285714,NA
"842",2026-02-07,183,231.285714285714,NA,NA,NA,NA
"843",2026-02-07,3,NA,6.28571428571429,NA,NA,NA
"844",2026-02-08,1,NA,NA,15,NA,NA
"845",2026-02-08,37,NA,NA,NA,40.2857142857143,NA
"846",2026-02-08,154,233.714285714286,NA,NA,NA,NA
"847",2026-02-08,3,NA,6.57142857142857,NA,NA,NA
"848",2026-02-09,19,NA,NA,15.4285714285714,NA,NA
"849",2026-02-09,43,NA,NA,NA,36.7142857142857,NA
"850",2026-02-09,2,NA,NA,NA,NA,2.14285714285714
"851",2026-02-09,183,230.428571428571,NA,NA,NA,NA
"852",2026-02-09,8,NA,6.42857142857143,NA,NA,NA
"853",2026-02-10,14,NA,NA,13.2857142857143,NA,NA
"854",2026-02-10,54,NA,NA,NA,32.7142857142857,NA
"855",2026-02-10,3,NA,6.57142857142857,NA,NA,2
"856",2026-02-10,286,235,NA,NA,NA,NA
"857",2026-02-11,17,NA,NA,11.7142857142857,NA,NA
"858",2026-02-11,29,NA,NA,NA,29.2857142857143,NA
"859",2026-02-11,2,NA,NA,NA,NA,2.85714285714286
"860",2026-02-11,274,234,NA,NA,NA,NA
"861",2026-02-11,12,NA,6.28571428571429,NA,NA,NA
"862",2026-02-12,20,NA,NA,12,NA,NA
"863",2026-02-12,21,NA,NA,NA,24.1428571428571,NA
"864",2026-02-12,1,NA,NA,NA,NA,2.85714285714286
"865",2026-02-12,279,232.714285714286,NA,NA,NA,NA
"866",2026-02-12,6,NA,6.42857142857143,NA,NA,NA
"867",2026-02-13,10,NA,NA,9.57142857142857,NA,NA
"868",2026-02-13,18,NA,NA,NA,19.7142857142857,NA
"869",2026-02-13,1,NA,NA,NA,NA,2.71428571428571
"870",2026-02-13,286,229.714285714286,NA,NA,NA,NA
"871",2026-02-13,11,NA,6,NA,NA,NA
"872",2026-02-14,1,NA,7.14285714285714,10,NA,NA
"873",2026-02-14,3,NA,NA,NA,13.2857142857143,NA
"874",2026-02-14,176,222.285714285714,NA,NA,NA,NA
"875",2026-02-15,3,NA,NA,8.57142857142857,NA,NA
"876",2026-02-15,1,NA,NA,NA,10.2857142857143,NA
"877",2026-02-15,145,227,NA,NA,NA,NA
"878",2026-02-15,4,NA,6.14285714285714,NA,NA,NA
"879",2026-02-16,2,NA,NA,7.28571428571429,NA,NA
"880",2026-02-16,12,NA,NA,NA,8.14285714285714,NA
"881",2026-02-16,8,NA,NA,NA,NA,2.57142857142857
"882",2026-02-16,162,225.857142857143,NA,NA,NA,NA
"883",2026-02-16,5,NA,6,NA,NA,NA
"884",2026-02-17,17,NA,NA,7.14285714285714,NA,NA
"885",2026-02-17,9,NA,NA,NA,6.42857142857143,NA
"886",2026-02-17,3,NA,NA,NA,NA,2.42857142857143
"887",2026-02-17,234,224,NA,NA,NA,NA
"888",2026-02-17,11,NA,5.28571428571429,NA,NA,NA
